session_date,daily_pnl_usd,daily_gross_pnl_usd,daily_fees_usd,daily_trade_count,daily_loss_count,daily_stop_breached,trading_halted,equity,peak_equity,drawdown_usd,green_day,weekday
2019-05-06,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Monday
2019-05-07,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Tuesday
2019-05-08,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Wednesday
2019-05-09,36.09635416666606,38.59635416666606,2.5,1.0,0.0,False,False,50036.096354166664,50036.096354166664,0.0,True,Thursday
2019-05-10,5.429166666669971,10.429166666669971,5.0,2.0,1.0,False,False,50041.52552083333,50041.52552083333,0.0,True,Friday
2019-05-13,16.000000000001364,18.500000000001364,2.5,1.0,0.0,False,False,50057.52552083334,50057.52552083334,0.0,True,Monday
2019-05-14,5.500000000000682,8.000000000000682,2.5,1.0,0.0,False,False,50063.02552083334,50063.02552083334,0.0,True,Tuesday
2019-05-15,-12.924999999999045,-10.424999999999045,2.5,1.0,1.0,False,False,50050.10052083334,50063.02552083334,-12.92500000000291,False,Wednesday
2019-05-16,-15.482291666666015,-12.982291666666015,2.5,1.0,1.0,False,False,50034.61822916667,50063.02552083334,-28.407291666670062,False,Thursday
2019-05-17,-15.553125000000136,-13.053125000000136,2.5,1.0,1.0,False,False,50019.06510416667,50063.02552083334,-43.96041666666861,False,Friday
2019-05-20,0.0,0.0,0.0,0.0,0.0,False,False,50019.06510416667,50063.02552083334,-43.96041666666861,False,Monday
2019-05-21,-8.694791666665651,-6.194791666665651,2.5,1.0,1.0,False,False,50010.37031250001,50063.02552083334,-52.65520833332994,False,Tuesday
2019-05-22,0.0,0.0,0.0,0.0,0.0,False,False,50010.37031250001,50063.02552083334,-52.65520833332994,False,Wednesday
2019-05-23,6.000000000001364,8.500000000001364,2.5,1.0,0.0,False,False,50016.37031250001,50063.02552083334,-46.65520833332994,True,Thursday
2019-05-24,-5.9999999999990905,-3.4999999999990905,2.5,1.0,1.0,False,False,50010.37031250001,50063.02552083334,-52.65520833332994,False,Friday
2019-05-27,-8.991666666665878,-6.491666666665878,2.5,1.0,1.0,False,False,50001.37864583334,50063.02552083334,-61.646874999998545,False,Monday
2019-05-28,21.42656249999959,28.92656249999959,7.5,3.0,1.0,False,False,50022.805208333346,50063.02552083334,-40.22031249999418,True,Tuesday
2019-05-29,0.0,0.0,0.0,0.0,0.0,False,False,50022.805208333346,50063.02552083334,-40.22031249999418,False,Wednesday
2019-05-30,0.0,0.0,0.0,0.0,0.0,False,False,50022.805208333346,50063.02552083334,-40.22031249999418,False,Thursday
2019-05-31,0.0,0.0,0.0,0.0,0.0,False,False,50022.805208333346,50063.02552083334,-40.22031249999418,False,Friday
2019-06-03,0.0,0.0,0.0,0.0,0.0,False,False,50022.805208333346,50063.02552083334,-40.22031249999418,False,Monday
2019-06-04,-21.168749999999363,-16.168749999999363,5.0,2.0,2.0,False,False,50001.63645833334,50063.02552083334,-61.389062499998545,False,Tuesday
2019-06-05,-20.360416666663923,-15.360416666663923,5.0,2.0,2.0,False,False,49981.27604166668,50063.02552083334,-81.74947916666133,False,Wednesday
2019-06-06,0.0,0.0,0.0,0.0,0.0,False,False,49981.27604166668,50063.02552083334,-81.74947916666133,False,Thursday
2019-06-07,0.0,0.0,0.0,0.0,0.0,False,False,49981.27604166668,50063.02552083334,-81.74947916666133,False,Friday
2019-06-10,-13.69062500000041,-11.19062500000041,2.5,1.0,1.0,False,False,49967.58541666668,50063.02552083334,-95.44010416665697,False,Monday
2019-06-11,12.000000000000455,14.500000000000455,2.5,1.0,0.0,False,False,49979.58541666668,50063.02552083334,-83.44010416665697,True,Tuesday
2019-06-12,-15.030208333329256,-10.030208333329256,5.0,2.0,2.0,False,False,49964.55520833335,50063.02552083334,-98.4703124999869,False,Wednesday
2019-06-13,-14.713541666666288,-12.213541666666288,2.5,1.0,1.0,False,False,49949.84166666668,50063.02552083334,-113.18385416665842,False,Thursday
2019-06-14,0.0,0.0,0.0,0.0,0.0,False,False,49949.84166666668,50063.02552083334,-113.18385416665842,False,Friday
2019-06-17,1.0000000000013642,6.000000000001364,5.0,2.0,1.0,False,False,49950.84166666669,50063.02552083334,-112.18385416665114,True,Monday
2019-06-18,-11.523958333332303,-9.023958333332303,2.5,1.0,1.0,False,False,49939.31770833335,50063.02552083334,-123.70781249998981,False,Tuesday
2019-06-19,0.0,0.0,0.0,0.0,0.0,False,False,49939.31770833335,50063.02552083334,-123.70781249998981,False,Wednesday
2019-06-20,0.0,0.0,0.0,0.0,0.0,False,False,49939.31770833335,50063.02552083334,-123.70781249998981,False,Thursday
2019-06-24,21.59895833333394,26.59895833333394,5.0,2.0,0.0,False,False,49960.916666666686,50063.02552083334,-102.10885416665406,True,Monday
2019-06-25,0.0,0.0,0.0,0.0,0.0,False,False,49960.916666666686,50063.02552083334,-102.10885416665406,False,Tuesday
2019-06-26,0.0,0.0,0.0,0.0,0.0,False,False,49960.916666666686,50063.02552083334,-102.10885416665406,False,Wednesday
2019-06-27,-0.9999999999990905,1.5000000000009095,2.5,1.0,1.0,False,False,49959.916666666686,50063.02552083334,-103.10885416665406,False,Thursday
2019-06-28,-8.49999999999909,-5.9999999999990905,2.5,1.0,1.0,False,False,49951.416666666686,50063.02552083334,-111.60885416665406,False,Friday
2019-07-01,-11.319791666664969,-6.319791666664969,5.0,2.0,1.0,False,False,49940.096875000025,50063.02552083334,-122.92864583331539,False,Monday
2019-07-02,-23.07499999999891,-20.57499999999891,2.5,1.0,1.0,False,False,49917.02187500003,50063.02552083334,-146.00364583331248,False,Tuesday
2019-07-03,8.530208333335167,13.530208333335167,5.0,2.0,1.0,False,False,49925.55208333336,50063.02552083334,-137.47343749998254,True,Wednesday
2019-07-04,0.0,0.0,0.0,0.0,0.0,False,False,49925.55208333336,50063.02552083334,-137.47343749998254,False,Thursday
2019-07-05,16.148437499999773,21.148437499999773,5.0,2.0,1.0,False,False,49941.70052083336,50063.02552083334,-121.32499999998254,True,Friday
2019-07-08,-1.9999999999993179,0.5000000000006821,2.5,1.0,1.0,False,False,49939.70052083336,50063.02552083334,-123.32499999998254,False,Monday
2019-07-09,0.0,0.0,0.0,0.0,0.0,False,False,49939.70052083336,50063.02552083334,-123.32499999998254,False,Tuesday
2019-07-10,0.0,0.0,0.0,0.0,0.0,False,False,49939.70052083336,50063.02552083334,-123.32499999998254,False,Wednesday
2019-07-11,3.5000000000013642,6.000000000001364,2.5,1.0,0.0,False,False,49943.200520833365,50063.02552083334,-119.82499999997526,True,Thursday
2019-07-12,0.0,0.0,0.0,0.0,0.0,False,False,49943.200520833365,50063.02552083334,-119.82499999997526,False,Friday
2019-07-15,-12.937499999999318,-10.437499999999318,2.5,1.0,1.0,False,False,49930.263020833365,50063.02552083334,-132.76249999997526,False,Monday
2019-07-16,0.0,0.0,0.0,0.0,0.0,False,False,49930.263020833365,50063.02552083334,-132.76249999997526,False,Tuesday
2019-07-17,0.0,0.0,0.0,0.0,0.0,False,False,49930.263020833365,50063.02552083334,-132.76249999997526,False,Wednesday
2019-07-18,0.0,0.0,0.0,0.0,0.0,False,False,49930.263020833365,50063.02552083334,-132.76249999997526,False,Thursday
2019-07-19,0.0,0.0,0.0,0.0,0.0,False,False,49930.263020833365,50063.02552083334,-132.76249999997526,False,Friday
2019-07-22,-15.074999999998226,-12.574999999998226,2.5,1.0,1.0,False,False,49915.18802083337,50063.02552083334,-147.83749999997235,False,Monday
2019-07-23,-9.454166666665742,-6.954166666665742,2.5,1.0,1.0,False,False,49905.7338541667,50063.02552083334,-157.2916666666424,False,Tuesday
2019-07-24,32.16666666666356,37.16666666666356,5.0,2.0,0.0,False,False,49937.90052083336,50063.02552083334,-125.12499999997817,True,Wednesday
2019-07-25,30.934895833332803,33.4348958333328,2.5,1.0,0.0,False,False,49968.8354166667,50063.02552083334,-94.19010416664241,True,Thursday
2019-07-26,-9.451041666665105,-4.451041666665105,5.0,2.0,1.0,False,False,49959.38437500003,50063.02552083334,-103.64114583330957,False,Friday
2019-07-29,0.0,0.0,0.0,0.0,0.0,False,False,49959.38437500003,50063.02552083334,-103.64114583330957,False,Monday
2019-07-30,5.29166666666697,10.29166666666697,5.0,2.0,1.0,False,False,49964.676041666695,50063.02552083334,-98.34947916664532,True,Tuesday
2019-07-31,0.0,0.0,0.0,0.0,0.0,False,False,49964.676041666695,50063.02552083334,-98.34947916664532,False,Wednesday
2019-08-01,-18.1281249999995,-15.6281249999995,2.5,1.0,1.0,False,False,49946.5479166667,50063.02552083334,-116.47760416664096,False,Thursday
2019-08-02,0.0,0.0,0.0,0.0,0.0,False,False,49946.5479166667,50063.02552083334,-116.47760416664096,False,Friday
2019-08-05,0.0,0.0,0.0,0.0,0.0,False,False,49946.5479166667,50063.02552083334,-116.47760416664096,False,Monday
2019-08-06,0.0,0.0,0.0,0.0,0.0,False,False,49946.5479166667,50063.02552083334,-116.47760416664096,False,Tuesday
2019-08-07,0.9145833333343489,5.914583333334349,5.0,2.0,1.0,False,False,49947.46250000003,50063.02552083334,-115.56302083330957,True,Wednesday
2019-08-08,2.0000000000015916,4.500000000001592,2.5,1.0,0.0,False,False,49949.46250000003,50063.02552083334,-113.56302083330957,True,Thursday
2019-08-09,0.0,0.0,0.0,0.0,0.0,False,False,49949.46250000003,50063.02552083334,-113.56302083330957,False,Friday
2019-08-12,0.0,0.0,0.0,0.0,0.0,False,False,49949.46250000003,50063.02552083334,-113.56302083330957,False,Monday
2019-08-13,0.0,0.0,0.0,0.0,0.0,False,False,49949.46250000003,50063.02552083334,-113.56302083330957,False,Tuesday
2019-08-14,18.500000000001364,21.000000000001364,2.5,1.0,0.0,False,False,49967.96250000004,50063.02552083334,-95.06302083330229,True,Wednesday
2019-08-15,0.0,0.0,0.0,0.0,0.0,False,False,49967.96250000004,50063.02552083334,-95.06302083330229,False,Thursday
2019-08-16,8.500000000001364,11.000000000001364,2.5,1.0,0.0,False,False,49976.46250000004,50063.02552083334,-86.56302083330229,True,Friday
2019-08-19,0.0,0.0,0.0,0.0,0.0,False,False,49976.46250000004,50063.02552083334,-86.56302083330229,False,Monday
2019-08-20,-11.964583333332257,-6.964583333332257,5.0,2.0,1.0,False,False,49964.4979166667,50063.02552083334,-98.52760416663659,False,Tuesday
2019-08-21,-10.459374999999227,-7.959374999999227,2.5,1.0,1.0,False,False,49954.038541666705,50063.02552083334,-108.98697916663514,False,Wednesday
2019-08-22,13.000000000000682,15.500000000000682,2.5,1.0,0.0,False,False,49967.038541666705,50063.02552083334,-95.98697916663514,True,Thursday
2019-08-23,26.709895833332666,31.709895833332666,5.0,2.0,1.0,False,False,49993.748437500035,50063.02552083334,-69.2770833333052,True,Friday
2019-08-26,5.500000000001819,10.500000000001819,5.0,2.0,1.0,False,False,49999.24843750004,50063.02552083334,-63.777083333297924,True,Monday
2019-08-27,-16.15729166666597,-13.65729166666597,2.5,1.0,1.0,False,False,49983.09114583337,50063.02552083334,-79.93437499996799,False,Tuesday
2019-08-28,-19.83124999999859,-17.33124999999859,2.5,1.0,1.0,False,False,49963.25989583338,50063.02552083334,-99.76562499996362,False,Wednesday
