trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,risk_multiplier
1,2019-05-07,short,4,2019-05-07 10:02:00-04:00,7693.75,7753.25,7574.75,2019-05-07 16:00:00-04:00,7663.75,time_exit,,1.125,562.5,122.0,488.0,488.0,61550.0,1.231,30.0,120.0,240.0,10.0,230.0,0.75
2,2019-05-09,short,4,2019-05-09 10:05:00-04:00,7499.75,7566.25,7366.75,2019-05-09 12:30:00-04:00,7566.5,stop,,1.125,562.5,136.0,544.0,544.0,59998.0,1.19996,-66.75,-267.0,-534.0,10.0,-544.0,0.75
3,2019-05-13,short,3,2019-05-13 10:02:00-04:00,7372.75,7445.25,7227.75,2019-05-13 16:00:00-04:00,7337.0,time_exit,,1.125,562.5,148.0,444.0,444.0,44236.5,0.88473,35.75,143.0,214.5,7.5,207.0,0.75
4,2019-05-20,long,3,2019-05-20 10:26:00-04:00,7418.5,7361.0,7533.5,2019-05-20 16:00:00-04:00,7392.0,time_exit,,0.75,375.0,118.0,354.0,354.0,44511.0,0.89022,-26.5,-106.0,-159.0,7.5,-166.5,0.5
5,2019-06-03,short,3,2019-06-03 10:02:00-04:00,7042.25,7133.0,6860.75,2019-06-03 16:00:00-04:00,6981.25,time_exit,,1.125,562.5,184.5,553.5,553.5,42253.5,0.84507,61.0,244.0,366.0,7.5,358.5,0.75
6,2019-08-02,short,3,2019-08-02 10:05:00-04:00,7716.75,7766.5,7617.25,2019-08-02 16:00:00-04:00,7698.5,time_exit,,0.75,375.0,102.5,307.5,307.5,46300.5,0.92601,18.25,73.0,109.5,7.5,102.0,0.5
7,2019-08-06,long,4,2019-08-06 10:04:00-04:00,7530.5,7485.25,7621.0,2019-08-06 10:14:00-04:00,7485.0,stop,,0.75,375.0,93.5,374.0,374.0,60244.0,1.20488,-45.5,-182.0,-364.0,10.0,-374.0,0.5
8,2019-08-07,long,4,2019-08-07 10:11:00-04:00,7465.75,7387.25,7622.75,2019-08-07 16:00:00-04:00,7566.0,time_exit,,1.5,750.0,160.0,640.0,640.0,59726.0,1.19452,100.25,401.0,802.0,10.0,792.0,1.0
9,2019-08-14,short,3,2019-08-14 10:13:00-04:00,7583.75,7634.75,7481.75,2019-08-14 16:09:00-04:00,7482.0,target,,0.75,375.0,105.0,315.0,315.0,45502.5,0.91005,101.75,407.0,610.5,7.5,603.0,0.5
10,2019-08-23,long,4,2019-08-23 10:06:00-04:00,7688.25,7627.25,7810.25,2019-08-23 11:02:00-04:00,7627.0,stop,,1.125,562.5,125.0,500.0,500.0,61506.0,1.23012,-61.25,-245.0,-490.0,10.0,-500.0,0.75
11,2019-09-03,short,4,2019-09-03 10:05:00-04:00,7612.25,7677.25,7482.25,2019-09-03 16:00:00-04:00,7612.25,time_exit,,1.125,562.5,133.0,532.0,532.0,60898.0,1.21796,-0.0,-0.0,-0.0,10.0,-10.0,0.75
12,2019-10-03,short,3,2019-10-03 10:01:00-04:00,7511.25,7586.5,7360.75,2019-10-03 11:06:00-04:00,7586.75,stop,,1.125,562.5,153.5,460.5,460.5,45067.5,0.90135,-75.5,-302.0,-453.0,7.5,-460.5,0.75
