variant_name,family,description,feature_key,horizon,context_key,parameters_json,skipped_trades,downscaled_trades,upscaled_trades,losers_avoided,winners_sacrificed,losers_avoided_usd,winners_sacrificed_usd,downscaled_losers,downscaled_winners,downsizing_loss_saved_usd,downsizing_profit_given_up_usd,upscaled_losers,upscaled_winners,upsizing_loss_added_usd,upsizing_profit_added_usd,overall_net_pnl,overall_sharpe,overall_sortino,overall_max_drawdown,overall_profit_factor,overall_win_rate,overall_average_trade,overall_trade_count,overall_n_days_traded,overall_participation_rate,overall_trades_per_month,overall_longest_losing_streak_trade,overall_longest_losing_streak_daily,is_net_pnl,is_sharpe,is_sortino,is_max_drawdown,is_profit_factor,is_win_rate,is_average_trade,is_trade_count,is_n_days_traded,is_participation_rate,is_trades_per_month,is_longest_losing_streak_trade,is_longest_losing_streak_daily,oos_net_pnl,oos_sharpe,oos_sortino,oos_max_drawdown,oos_profit_factor,oos_win_rate,oos_average_trade,oos_trade_count,oos_n_days_traded,oos_participation_rate,oos_trades_per_month,oos_longest_losing_streak_trade,oos_longest_losing_streak_daily,is_sharpe_delta_vs_baseline,oos_sharpe_delta_vs_baseline,is_profit_factor_delta_vs_baseline,oos_profit_factor_delta_vs_baseline,is_max_drawdown_improvement_vs_baseline,oos_max_drawdown_improvement_vs_baseline,is_trade_retention_vs_baseline,oos_trade_retention_vs_baseline,is_reference_variant,high_threshold,down_multiplier,low_threshold,up_multiplier,promotion_candidate,promotion_candidate_rank,oos_promotion_ready,support_cluster_count,is_screen_score
conditional_downsize_with_context__rs_minus_share_pct__30m__t95__d75__wide_or,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,30m,wide_or,"{""context_key"": ""wide_or"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.95}",0,0,0,0,0,-0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,267.5000000062537,0.004764866627367372,0.003741327559646262,-23820.99999999525,1.0010071194876917,0.4654320987654321,0.33024691358796754,810,810,0.4636519748139668,9.736691471093303,12,6,8425.00000000403,0.2190317992210799,0.16726256823386162,-19183.99999999895,1.047926639531964,0.4864376130198915,15.23508137432917,553,553,0.4525368248772504,9.503273322422258,7,4,-8157.499999997781,-0.46248920960504275,-0.38496075236395455,-14044.499999998035,0.9091789644787822,0.42023346303501946,-31.741245136178136,257,257,0.4895238095238095,10.28,12,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.95,0.75,,,False,,False,0.0,0.1
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d50__high_atr,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,high_atr,"{""context_key"": ""high_atr"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,11,0,0,0,-0.0,0.0,7,4,2488.4999999999513,1543.9999999999918,0,0,0.0,0.0,1212.0000000062082,0.021713771898390032,0.017069369231116113,-22728.499999995765,1.0046062545487948,0.4654320987654321,1.4962962963039608,810,810,0.4636519748139668,9.736691471093303,12,6,8087.500000004032,0.21156120045394397,0.16130445117757924,-18621.499999999414,1.0462849032524146,0.4864376130198915,14.624773960224289,553,553,0.4525368248772504,9.503273322422258,7,4,-6875.499999997823,-0.39167966182027686,-0.32824466770108973,-12762.499999998083,0.9222118512233289,0.42023346303501946,-26.752918287929273,257,257,0.4895238095238095,10.28,12,6,-0.007470598767135933,0.07080954778476589,-0.0016417362795493329,0.013032886744546723,0.029321309424497767,0.09128128448859923,1.0,1.0,False,0.85,0.5,,,False,,False,0.0,0.10686170868920308
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d50__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,18,0,0,0,-0.0,0.0,10,8,3765.9999999999204,2470.5000000000073,0,0,0.0,0.0,1563.0000000061627,0.028084615188165424,0.0221016446393271,-22239.499999995278,1.0059692258338249,0.4654320987654321,1.929629629637238,810,810,0.4636519748139668,9.736691471093303,12,6,7925.00000000399,0.2078486177412229,0.1584089152131226,-19776.499999998894,1.0454771079428804,0.4864376130198915,14.330922242321863,553,553,0.4525368248772504,9.503273322422258,7,4,-6361.999999997828,-0.3637330425242293,-0.3061007870652223,-12248.999999998086,0.9273574295354733,0.42023346303501946,-24.75486381322112,257,257,0.4895238095238095,10.28,12,6,-0.011183181479857002,0.09875616708081347,-0.0024495315890835645,0.018178465056691073,-0.03088511259382704,0.1278436398590338,1.0,1.0,False,0.85,0.5,,,False,,False,0.0,0.07288435590541277
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d50__wide_or,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,wide_or,"{""context_key"": ""wide_or"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,10,0,0,0,-0.0,0.0,4,6,1211.4999999999873,1112.0000000000186,0,0,0.0,0.0,367.00000000622094,0.006550496912920951,0.0051495723956733975,-24186.99999999527,1.0013880615361577,0.4654320987654321,0.4530864197607666,810,810,0.4636519748139668,9.736691471093303,12,6,9050.500000004016,0.2358159508980385,0.18051123219313212,-19461.499999998963,1.0517958725834937,0.4864376130198915,16.366184448470193,553,553,0.4525368248772504,9.503273322422258,7,4,-8683.499999997799,-0.4931642220932824,-0.40998716256438433,-14470.49999999804,0.9031545723733957,0.42023346303501946,-33.7879377431821,257,257,0.4895238095238095,10.28,12,6,0.016784151676958597,-0.030675012488239672,0.0038692330515297524,-0.006024392105386522,-0.014465179316098298,-0.030332158496212982,1.0,1.0,False,0.85,0.5,,,False,,False,0.0,0.1103254086292154
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d75__high_atr,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,high_atr,"{""context_key"": ""high_atr"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,11,0,0,0,-0.0,0.0,7,4,1337.9999999999745,839.9999999999966,0,0,0.0,0.0,765.5000000062264,0.013684975584107344,0.010752796437011939,-23182.999999995744,1.0028966477593313,0.4654320987654321,0.9450617284027486,810,810,0.4636519748139668,9.736691471093303,12,6,8223.50000000403,0.21462383284327138,0.16372558284400562,-18801.49999999941,1.0469308207686312,0.4864376130198915,14.870705244130255,553,553,0.4525368248772504,9.503273322422258,7,4,-7457.999999997804,-0.424108460247613,-0.3545197489731658,-13344.999999998057,0.9162445954292995,0.42023346303501946,-29.01945525290974,257,257,0.4895238095238095,10.28,12,6,-0.00440796637780852,0.038380749357429744,-0.0009958187633327675,0.007065630950517265,0.019938490408650904,0.04980597386877966,1.0,1.0,False,0.85,0.75,,,False,,False,0.0,0.10536211507385039
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d75__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,18,0,0,0,-0.0,0.0,10,8,1956.9999999999607,1270.0000000000023,0,0,0.0,0.0,954.50000000621,0.017092450139953995,0.01343873205140277,-22865.499999995234,1.0036203025200119,0.4654320987654321,1.1783950617360617,810,810,0.4636519748139668,9.736691471093303,12,6,8122.500000004011,0.21229892867898,0.1619060252166581,-19375.99999999889,1.046409114412989,0.4864376130198915,14.688065099464758,553,553,0.4525368248772504,9.503273322422258,7,4,-7167.9999999978045,-0.4084679860249344,-0.3423053292794732,-13054.999999998057,0.919126731165227,0.42023346303501946,-27.891050583649044,257,257,0.4895238095238095,10.28,12,6,-0.006732870542099895,0.05402122358010836,-0.0015175251189749606,0.009947766686444814,-0.010008340283567155,0.07045462636620148,1.0,1.0,False,0.85,0.75,,,False,,False,0.0,0.08795945429232155
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d75__wide_or,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,wide_or,"{""context_key"": ""wide_or"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,10,0,0,0,-0.0,0.0,4,6,549.4999999999936,458.00000000000864,0,0,0.0,0.0,359.0000000062373,0.006401501725947018,0.005029714418884099,-23981.999999995256,1.0013544128771323,0.4654320987654321,0.44320987655091026,810,810,0.4636519748139668,9.736691471093303,12,6,8747.500000004024,0.22767436714094635,0.1740888478962489,-19276.499999998956,1.04989504785592,0.4864376130198915,15.818264014473822,553,553,0.4525368248772504,9.503273322422258,7,4,-8388.499999997788,-0.4760369801211408,-0.39598004596290054,-14225.49999999804,0.9065259662475217,0.42023346303501946,-32.64007782100307,257,257,0.4895238095238095,10.28,12,6,0.00864256791986645,-0.013547770516098068,0.0019684083239559502,-0.0026529982312605283,-0.0048217264386995595,-0.01288760724839111,1.0,1.0,False,0.85,0.75,,,False,,False,0.0,0.10662538636530787
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d50__high_atr,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,high_atr,"{""context_key"": ""high_atr"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,5,0,0,0,-0.0,0.0,4,1,1373.4999999999786,680.0000000000068,0,0,0.0,0.0,961.0000000062255,0.017169043925150094,0.013489499225855905,-23471.499999995278,1.0036369072286133,0.4654320987654321,1.1864197530941056,810,810,0.4636519748139668,9.736691471093303,12,6,8089.00000000402,0.21089793951710278,0.16082686314059594,-19183.999999998956,1.0461054857491594,0.4864376130198915,14.62748643762029,553,553,0.4525368248772504,9.503273322422258,7,4,-7127.999999997799,-0.40538889098918696,-0.33905438166166524,-13014.999999998054,0.9197206892668317,0.42023346303501946,-27.73540856030272,257,257,0.4895238095238095,10.28,12,6,-0.00813385970397712,0.057100318615855794,-0.0018211537828045632,0.010541724788049489,-3.7927218589365225e-16,0.07330271636584612,1.0,1.0,False,0.9,0.5,,,False,,False,0.0,0.09150190953946179
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d50__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,9,0,0,0,-0.0,0.0,6,3,2217.9999999999723,1355.000000000016,0,0,0.0,0.0,1130.50000000621,0.020242938164196006,0.01591212070707946,-22857.499999995234,1.0042920980595624,0.4654320987654321,1.3956790123533458,810,810,0.4636519748139668,9.736691471093303,12,6,7528.000000004016,0.1966187377090168,0.14970461944709187,-19668.499999998898,1.0429137819480743,0.4864376130198915,13.613019891508166,553,553,0.4525368248772504,9.503273322422258,7,4,-6397.499999997812,-0.364999368967702,-0.30670102919849734,-12284.499999998072,0.9272759308624239,0.42023346303501946,-24.892996108940903,257,257,0.4895238095238095,10.28,12,6,-0.0224130615120631,0.09748984063734073,-0.005012857583889696,0.018096966383641666,-0.025255421184318998,0.12531595998435044,1.0,1.0,False,0.9,0.5,,,False,,False,0.0,0.06395665637899947
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d50__wide_or,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,wide_or,"{""context_key"": ""wide_or"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,2,0,0,0,-0.0,0.0,1,1,155.99999999999454,277.5,0,0,0.0,0.0,146.00000000624823,0.002601325615577196,0.0020423355594791593,-24098.49999999525,1.0005500032020969,0.4654320987654321,0.18024691358796077,810,810,0.4636519748139668,9.736691471093303,12,6,8147.500000004031,0.21187848934131734,0.16175332637215556,-19461.49999999895,1.046348046953909,0.4864376130198915,14.733273056065155,553,553,0.4525368248772504,9.503273322422258,7,4,-8001.499999997786,-0.45372993612862994,-0.3777868694948865,-14044.499999998035,0.9107607889498177,0.42023346303501946,-31.134241245127573,257,257,0.4895238095238095,10.28,12,6,-0.007153309879762565,0.00875927347641281,-0.001578592578054927,0.0015818244710354978,-0.01446517931609754,0.0,1.0,1.0,False,0.9,0.5,,,False,,False,0.0,0.08529838194657768
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d75__high_atr,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,high_atr,"{""context_key"": ""high_atr"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,5,0,0,0,-0.0,0.0,4,1,716.4999999999895,408.0000000000041,0,0,0.0,0.0,576.0000000062373,0.010279773677838567,0.008073770934620661,-23684.49999999527,1.002174467000788,0.4654320987654321,0.7111111111188115,810,810,0.4636519748139668,9.736691471093303,12,6,8189.0000000040245,0.2132976744678329,0.16271584946715745,-19183.999999998956,1.0466297493131616,0.4864376130198915,14.808318264021745,553,553,0.4525368248772504,9.503273322422258,7,4,-7612.999999997791,-0.4324537344617505,-0.36101766623435794,-13499.999999998046,0.9147241669000502,0.42023346303501946,-29.622568093376618,257,257,0.4895238095238095,10.28,12,6,-0.005734124753247,0.030035475143292245,-0.0012968902188024156,0.005545202421267992,-3.7927218589365225e-16,0.03876962512015844,1.0,1.0,False,0.9,0.75,,,False,,False,0.0,0.09400649720299234
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d75__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,9,0,0,0,-0.0,0.0,6,3,1175.9999999999854,736.5000000000077,0,0,0.0,0.0,707.00000000623,0.01263489613435937,0.00992697260242706,-23280.999999995212,1.0026736451199594,0.4654320987654321,0.872839506180531,810,810,0.4636519748139668,9.736691471093303,12,6,7908.500000004023,0.20620367228151815,0.15716165959956985,-19375.999999998887,1.0450356053768484,0.4864376130198915,14.301084990965682,553,553,0.4525368248772504,9.503273322422258,7,4,-7201.499999997796,-0.4098934157370154,-0.343184966425564,-13088.499999998054,0.9189271340519771,0.42023346303501946,-28.021400778201542,257,257,0.4895238095238095,10.28,12,6,-0.012828126939561757,0.052595793868027374,-0.0028910341551156016,0.00974816957319491,-0.010008340283566966,0.06806935099149956,1.0,1.0,False,0.9,0.75,,,False,,False,0.0,0.08158949608763165
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d75__wide_or,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,wide_or,"{""context_key"": ""wide_or"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,2,0,0,0,-0.0,0.0,1,1,77.99999999999727,92.5,0,0,0.0,0.0,253.00000000625005,0.004507146820117681,0.003538880053130338,-23913.49999999525,1.0009528077701144,0.4654320987654321,0.3123456790200618,810,810,0.4636519748139668,9.736691471093303,12,6,8332.50000000403,0.21665389093484758,0.16542615427995963,-19276.49999999895,1.0474004420059457,0.4864376130198915,15.067811934907832,553,553,0.4525368248772504,9.503273322422258,7,4,-8079.499999997783,-0.45811929810521274,-0.38139366768280636,-14044.499999998035,0.9099691892825725,0.42023346303501946,-31.43774319065285,257,257,0.4895238095238095,10.28,12,6,-0.0023779082862323275,0.004369911499830015,-0.000526197526018235,0.0007902248037903181,-0.00482172643869918,0.0,1.0,1.0,False,0.9,0.75,,,False,,False,0.0,0.09510598898921444
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d50__high_atr,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,high_atr,"{""context_key"": ""high_atr"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.95}",0,2,0,0,0,-0.0,0.0,2,0,691.9999999999891,0.0,0,0,0.0,0.0,959.5000000062428,0.017104703239440442,0.013446276835879307,-23472.99999999526,1.0036218891200122,0.4654320987654321,1.184567901242275,810,810,0.4636519748139668,9.736691471093303,12,6,8769.000000004027,0.22810961304876956,0.1743467379008323,-19183.999999998956,1.049981333234561,0.4864376130198915,15.857142857150139,553,553,0.4525368248772504,9.503273322422258,7,4,-7809.499999997788,-0.4432831970632044,-0.3696375935190115,-13696.499999998043,0.9127152221657397,0.42023346303501946,-30.387159533065322,257,257,0.4895238095238095,10.28,12,6,0.009077813827689657,0.019206012541838346,0.0020546937025971435,0.0035362576869575335,-3.7927218589365225e-16,0.02477838299690565,1.0,1.0,False,0.95,0.5,,,False,,False,0.0,0.1094887525682089
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d50__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.95}",0,1,0,0,0,-0.0,0.0,1,0,372.4999999999909,0.0,0,0,0.0,0.0,640.0000000062446,0.011405279867783545,0.008961424632440465,-23448.499999995256,1.0024129409037077,0.4654320987654321,0.7901234567978328,810,810,0.4636519748139668,9.736691471093303,12,6,8425.00000000403,0.2190317992210799,0.16726256823386162,-19183.99999999895,1.047926639531964,0.4864376130198915,15.23508137432917,553,553,0.4525368248772504,9.503273322422258,7,4,-7784.99999999779,-0.44197000655950586,-0.3686385198763096,-13671.999999998046,0.9129652196272874,0.42023346303501946,-30.29182879376572,257,257,0.4895238095238095,10.28,12,6,0.0,0.020519203045536893,0.0,0.0037862551485051688,0.0,0.026522838121687577,1.0,1.0,False,0.95,0.5,,,False,,False,0.0,0.1
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d50__wide_or,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,wide_or,"{""context_key"": ""wide_or"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.95}",0,1,0,0,0,-0.0,0.0,0,1,0.0,277.5,0,0,0.0,0.0,-9.999999993746314,-0.0001781610578048711,-0.000139862712419495,-24098.49999999525,0.9999623506733819,0.4654320987654321,-0.01234567900462508,810,810,0.4636519748139668,9.736691471093303,12,6,8147.500000004031,0.21187848934131734,0.16175332637215556,-19461.49999999895,1.046348046953909,0.4864376130198915,14.733273056065155,553,553,0.4525368248772504,9.503273322422258,7,4,-8157.499999997781,-0.46248920960504275,-0.38496075236395455,-14044.499999998035,0.9091789644787822,0.42023346303501946,-31.741245136178136,257,257,0.4895238095238095,10.28,12,6,-0.007153309879762565,0.0,-0.001578592578054927,0.0,-0.01446517931609754,0.0,1.0,1.0,False,0.95,0.5,,,False,,False,0.0,0.08529838194657768
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d75__high_atr,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,high_atr,"{""context_key"": ""high_atr"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.95}",0,2,0,0,0,-0.0,0.0,2,0,345.99999999999454,0.0,0,0,0.0,0.0,613.5000000062464,0.010933062881532599,0.0085904304487045,-23646.99999999526,1.0023127989957372,0.4654320987654321,0.757407407415119,810,810,0.4636519748139668,9.736691471093303,12,6,8597.000000004029,0.22358019449543465,0.17082283036623772,-19183.999999998956,1.0489529801984665,0.4864376130198915,15.546112115739655,553,553,0.4525368248772504,9.503273322422258,7,4,-7983.4999999977845,-0.4529376856450616,-0.3774038495987626,-13870.49999999804,0.9109436614219563,0.42023346303501946,-31.06420233462173,257,257,0.4895238095238095,10.28,12,6,0.004548395274354744,0.009551523959981156,0.0010263406665025343,0.001764696943174049,-3.7927218589365225e-16,0.012389191498452825,1.0,1.0,False,0.95,0.75,,,False,,False,0.0,0.10475366340765507
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d75__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.95}",0,1,0,0,0,-0.0,0.0,1,0,223.49999999999454,0.0,0,0,0.0,0.0,491.00000000624823,0.008748704446145896,0.006872583235736071,-23597.499999995256,1.0018501387604306,0.4654320987654321,0.6061728395138867,810,810,0.4636519748139668,9.736691471093303,12,6,8425.00000000403,0.2190317992210799,0.16726256823386162,-19183.99999999895,1.047926639531964,0.4864376130198915,15.23508137432917,553,553,0.4525368248772504,9.503273322422258,7,4,-7933.999999997786,-0.45023446616219026,-0.37528285038220693,-13820.999999998043,0.9114469395955398,0.42023346303501946,-30.871595330730685,257,257,0.4895238095238095,10.28,12,6,0.0,0.01225474344285249,0.0,0.0022679751167575812,0.0,0.015913702873012494,1.0,1.0,False,0.95,0.75,,,False,,False,0.0,0.1
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d75__wide_or,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,60m,wide_or,"{""context_key"": ""wide_or"", ""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.95}",0,1,0,0,0,-0.0,0.0,0,1,0.0,92.5,0,0,0.0,0.0,175.00000000625369,0.0031174664217775683,0.002447597468957663,-23913.49999999525,1.000658863216255,0.4654320987654321,0.21604938272376997,810,810,0.4636519748139668,9.736691471093303,12,6,8332.50000000403,0.21665389093484758,0.16542615427995963,-19276.49999999895,1.0474004420059457,0.4864376130198915,15.067811934907832,553,553,0.4525368248772504,9.503273322422258,7,4,-8157.499999997781,-0.46248920960504275,-0.38496075236395455,-14044.499999998035,0.9091789644787822,0.42023346303501946,-31.741245136178136,257,257,0.4895238095238095,10.28,12,6,-0.0023779082862323275,0.0,-0.000526197526018235,0.0,-0.00482172643869918,0.0,1.0,1.0,False,0.95,0.75,,,False,,False,0.0,0.09510598898921444
conditional_downsize_with_context__rs_minus_share_pct__90m__t85__d50__high_atr,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,90m,high_atr,"{""context_key"": ""high_atr"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,12,0,0,0,-0.0,0.0,9,3,2235.4999999999586,1767.999999999945,0,0,0.0,0.0,735.0000000062637,0.013165707541561005,0.010336434896078509,-23046.49999999527,1.002790713568397,0.4654320987654321,0.9074074074151404,810,810,0.4636519748139668,9.736691471093303,12,6,9101.000000004038,0.23789117679509672,0.18186016794865564,-18737.999999998974,1.0522888209017633,0.4864376130198915,16.457504520802964,553,553,0.4525368248772504,9.503273322422258,7,4,-8365.999999997775,-0.4771755447574813,-0.39617805877272305,-14252.999999998025,0.9063378152954175,0.42023346303501946,-32.55252918287072,257,257,0.4895238095238095,10.28,12,6,0.018859377574016817,-0.014686335152438557,0.004362181369799378,-0.002841149183364755,0.02324854045037526,-0.014845669123145592,1.0,1.0,False,0.85,0.5,,,True,14.0,False,0.0,0.13135608407316432
conditional_downsize_with_context__rs_minus_share_pct__90m__t85__d50__opening_gap,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,90m,opening_gap,"{""context_key"": ""opening_gap"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,8,0,0,0,-0.0,0.0,3,5,790.4999999999859,1535.500000000011,0,0,0.0,0.0,-477.4999999937736,-0.00853612545405695,-0.0066931474397908045,-24431.49999999522,0.9981968782392704,0.4654320987654321,-0.5895061728318193,810,810,0.4636519748139668,9.736691471093303,12,6,7806.000000004025,0.2032798513154389,0.15497348458558724,-19668.499999998898,1.0444053825740682,0.4864376130198915,14.115732368904204,553,553,0.4525368248772504,9.503273322422258,7,4,-8283.4999999978,-0.47317750261438324,-0.393495124379787,-14170.499999998061,0.9069572835817763,0.42023346303501946,-32.23151750971907,257,257,0.4895238095238095,10.28,12,6,-0.015751947905640995,-0.010688293009340488,-0.0035212569578957353,-0.0022216808970059176,-0.025255421184318998,-0.008971483498881633,1.0,1.0,False,0.85,0.5,,,False,,False,0.0,0.07091609011062036
