session_date,daily_pnl_usd,daily_gross_pnl_usd,daily_fees_usd,daily_trade_count,daily_loss_count,equity,peak_equity,drawdown_usd,drawdown_pct,green_day
2019-05-06,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,0.0,0.0,False
2019-05-07,345.0,360.0,15.0,1.0,0.0,50345.0,50345.0,0.0,0.0,True
2019-05-08,0.0,0.0,0.0,0.0,0.0,50345.0,50345.0,0.0,0.0,False
2019-05-09,-680.0,-667.5,12.5,1.0,1.0,49665.0,50345.0,-680.0,0.013506803058893634,False
2019-05-10,0.0,0.0,0.0,0.0,0.0,49665.0,50345.0,-680.0,0.013506803058893634,False
2019-05-13,345.0,357.5,12.5,1.0,0.0,50010.0,50345.0,-335.0,0.006654086801072599,True
2019-05-14,0.0,0.0,0.0,0.0,0.0,50010.0,50345.0,-335.0,0.006654086801072599,False
2019-05-15,0.0,0.0,0.0,0.0,0.0,50010.0,50345.0,-335.0,0.006654086801072599,False
2019-05-16,0.0,0.0,0.0,0.0,0.0,50010.0,50345.0,-335.0,0.006654086801072599,False
2019-05-17,0.0,0.0,0.0,0.0,0.0,50010.0,50345.0,-335.0,0.006654086801072599,False
2019-05-20,-333.0,-318.0,15.0,1.0,1.0,49677.0,50345.0,-668.0,0.01326844771079551,False
2019-05-21,0.0,0.0,0.0,0.0,0.0,49677.0,50345.0,-668.0,0.01326844771079551,False
2019-05-22,0.0,0.0,0.0,0.0,0.0,49677.0,50345.0,-668.0,0.01326844771079551,False
2019-05-23,0.0,0.0,0.0,0.0,0.0,49677.0,50345.0,-668.0,0.01326844771079551,False
2019-05-24,0.0,0.0,0.0,0.0,0.0,49677.0,50345.0,-668.0,0.01326844771079551,False
2019-05-27,0.0,0.0,0.0,0.0,0.0,49677.0,50345.0,-668.0,0.01326844771079551,False
2019-05-28,0.0,0.0,0.0,0.0,0.0,49677.0,50345.0,-668.0,0.01326844771079551,False
2019-05-29,0.0,0.0,0.0,0.0,0.0,49677.0,50345.0,-668.0,0.01326844771079551,False
2019-05-30,0.0,0.0,0.0,0.0,0.0,49677.0,50345.0,-668.0,0.01326844771079551,False
2019-05-31,0.0,0.0,0.0,0.0,0.0,49677.0,50345.0,-668.0,0.01326844771079551,False
2019-06-03,478.0,488.0,10.0,1.0,0.0,50155.0,50345.0,-190.0,0.00377395967822028,True
2019-06-04,0.0,0.0,0.0,0.0,0.0,50155.0,50345.0,-190.0,0.00377395967822028,False
2019-06-05,0.0,0.0,0.0,0.0,0.0,50155.0,50345.0,-190.0,0.00377395967822028,False
2019-06-06,0.0,0.0,0.0,0.0,0.0,50155.0,50345.0,-190.0,0.00377395967822028,False
2019-06-07,0.0,0.0,0.0,0.0,0.0,50155.0,50345.0,-190.0,0.00377395967822028,False
2019-06-10,0.0,0.0,0.0,0.0,0.0,50155.0,50345.0,-190.0,0.00377395967822028,False
2019-06-11,0.0,0.0,0.0,0.0,0.0,50155.0,50345.0,-190.0,0.00377395967822028,False
2019-06-12,0.0,0.0,0.0,0.0,0.0,50155.0,50345.0,-190.0,0.00377395967822028,False
2019-06-13,0.0,0.0,0.0,0.0,0.0,50155.0,50345.0,-190.0,0.00377395967822028,False
2019-06-14,0.0,0.0,0.0,0.0,0.0,50155.0,50345.0,-190.0,0.00377395967822028,False
2019-06-17,0.0,0.0,0.0,0.0,0.0,50155.0,50345.0,-190.0,0.00377395967822028,False
2019-06-18,-360.0,-350.0,10.0,1.0,1.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-06-19,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-06-20,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-06-24,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-06-25,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-06-26,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-06-27,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-06-28,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-01,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-02,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-03,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-04,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-05,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-08,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-09,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-10,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-11,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-12,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-15,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-16,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-17,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-18,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-19,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-22,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-23,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-24,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-25,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-26,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-29,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-30,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-07-31,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-08-01,0.0,0.0,0.0,0.0,0.0,49795.0,50345.0,-550.0,0.010924620121163969,False
2019-08-02,238.0,255.5,17.5,1.0,0.0,50033.0,50345.0,-312.0,0.006197239050551197,True
2019-08-05,0.0,0.0,0.0,0.0,0.0,50033.0,50345.0,-312.0,0.006197239050551197,False
2019-08-06,-748.0,-728.0,20.0,1.0,1.0,49285.0,50345.0,-1060.0,0.021054722415334196,False
2019-08-07,792.0,802.0,10.0,1.0,0.0,50077.0,50345.0,-268.0,0.0053232694408580795,True
2019-08-08,0.0,0.0,0.0,0.0,0.0,50077.0,50345.0,-268.0,0.0053232694408580795,False
2019-08-09,0.0,0.0,0.0,0.0,0.0,50077.0,50345.0,-268.0,0.0053232694408580795,False
2019-08-12,0.0,0.0,0.0,0.0,0.0,50077.0,50345.0,-268.0,0.0053232694408580795,False
2019-08-13,0.0,0.0,0.0,0.0,0.0,50077.0,50345.0,-268.0,0.0053232694408580795,False
2019-08-14,1407.0,1424.5,17.5,1.0,0.0,51484.0,51484.0,0.0,0.0,True
2019-08-15,0.0,0.0,0.0,0.0,0.0,51484.0,51484.0,0.0,0.0,False
2019-08-16,0.0,0.0,0.0,0.0,0.0,51484.0,51484.0,0.0,0.0,False
2019-08-19,0.0,0.0,0.0,0.0,0.0,51484.0,51484.0,0.0,0.0,False
2019-08-20,0.0,0.0,0.0,0.0,0.0,51484.0,51484.0,0.0,0.0,False
2019-08-21,0.0,0.0,0.0,0.0,0.0,51484.0,51484.0,0.0,0.0,False
2019-08-22,0.0,0.0,0.0,0.0,0.0,51484.0,51484.0,0.0,0.0,False
2019-08-23,-750.0,-735.0,15.0,1.0,1.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-08-26,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-08-27,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-08-28,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-08-29,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-08-30,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-02,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-03,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-04,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-05,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-06,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-09,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-10,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-11,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-12,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-13,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-16,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-17,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-18,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-19,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-23,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-24,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-25,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-26,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-27,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-09-30,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-10-01,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-10-02,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-10-03,0.0,0.0,0.0,0.0,0.0,50734.0,51484.0,-750.0,0.01456763266257478,False
2019-10-04,552.0,572.0,20.0,1.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,True
2019-10-07,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-08,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-09,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-10,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-11,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-14,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-15,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-16,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-17,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-18,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-21,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-22,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-23,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-24,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-25,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-28,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-29,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-30,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-10-31,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-01,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-04,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-05,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-06,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-07,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-08,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-11,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-12,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-13,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-14,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-15,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-18,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-19,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-20,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-21,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-22,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-25,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
2019-11-26,0.0,0.0,0.0,0.0,0.0,51286.0,51484.0,-198.0,0.003845855022919742,False
