variant_name,session_date,entry_time,entry_signal_time,direction,entry_price,initial_stop_price,position_sizing_mode,stop_distance_points,risk_per_contract_usd,contracts_raw,contracts,actual_risk_usd,notional_usd,skipped,skip_reason,campaign_variant_name,scope,alpha_variant_name,phase,capital_before_trade_usd,risk_pct,risk_budget_usd,leverage_used,max_contracts,skip_trade_if_too_small
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-06-25,2019-06-25 10:30:00-04:00,2019-06-25 09:30:00-04:00,long,2942.25,2937.5,fixed_contracts,4.75,23.75,1.0,1.0,23.75,14711.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-07-01,2019-07-01 10:30:00-04:00,2019-07-01 09:30:00-04:00,long,2970.25,2969.5,fixed_contracts,0.75,3.75,1.0,1.0,3.75,14851.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-07-05,2019-07-05 10:30:00-04:00,2019-07-05 09:30:00-04:00,long,2976.25,2975.5,fixed_contracts,0.75,3.75,1.0,1.0,3.75,14881.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-07-24,2019-07-24 10:30:00-04:00,2019-07-24 09:30:00-04:00,short,3008.25,3011.0,fixed_contracts,2.75,13.75,1.0,1.0,13.75,15041.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-07-29,2019-07-29 10:30:00-04:00,2019-07-29 09:30:00-04:00,long,3019.0,3015.5,fixed_contracts,3.5,17.5,1.0,1.0,17.5,15095.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-08-01,2019-08-01 10:30:00-04:00,2019-08-01 09:30:00-04:00,short,3001.75,3002.25,fixed_contracts,0.5,2.5,1.0,1.0,2.5,15008.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-08-01,2019-08-01 14:30:00-04:00,2019-08-01 13:30:00-04:00,long,2958.5,2950.75,fixed_contracts,7.75,38.75,1.0,1.0,38.75,14792.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-08-13,2019-08-13 10:30:00-04:00,2019-08-13 09:30:00-04:00,short,2940.0,2944.25,fixed_contracts,4.25,21.25,1.0,1.0,21.25,14700.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-08-23,2019-08-23 11:30:00-04:00,2019-08-23 10:30:00-04:00,long,2881.25,2872.5,fixed_contracts,8.75,43.75,1.0,1.0,43.75,14406.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-09-05,2019-09-05 10:30:00-04:00,2019-09-05 09:30:00-04:00,short,2980.25,2986.75,fixed_contracts,6.5,32.5,1.0,1.0,32.5,14901.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-09-24,2019-09-24 12:30:00-04:00,2019-09-24 11:30:00-04:00,long,2974.25,2970.0,fixed_contracts,4.25,21.25,1.0,1.0,21.25,14871.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-09-24,2019-09-24 14:30:00-04:00,2019-09-24 13:30:00-04:00,short,2976.25,2979.75,fixed_contracts,3.5,17.5,1.0,1.0,17.5,14881.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-10-24,2019-10-24 10:30:00-04:00,2019-10-24 09:30:00-04:00,long,3002.25,2999.75,fixed_contracts,2.5,12.5,1.0,1.0,12.5,15011.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-10-31,2019-10-31 10:30:00-04:00,2019-10-31 09:30:00-04:00,long,3027.75,3025.5,fixed_contracts,2.25,11.25,1.0,1.0,11.25,15138.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-11-20,2019-11-20 13:30:00-05:00,2019-11-20 12:30:00-05:00,long,3094.0,3090.75,fixed_contracts,3.25,16.25,1.0,1.0,16.25,15470.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-11-21,2019-11-21 10:30:00-05:00,2019-11-21 09:30:00-05:00,long,3096.5,3095.5,fixed_contracts,1.0,5.0,1.0,1.0,5.0,15482.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-12-02,2019-12-02 10:30:00-05:00,2019-12-02 09:30:00-05:00,long,3121.25,3116.5,fixed_contracts,4.75,23.75,1.0,1.0,23.75,15606.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-12-12,2019-12-12 10:30:00-05:00,2019-12-12 09:30:00-05:00,short,3174.5,3177.25,fixed_contracts,2.75,13.75,1.0,1.0,13.75,15872.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-12-27,2019-12-27 09:30:00-05:00,2019-12-26 15:30:00-05:00,short,3250.25,3243.75,unresolved,6.5,,,,,,True,non_positive_stop_distance,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2019-12-30,2019-12-30 10:30:00-05:00,2019-12-30 09:30:00-05:00,long,3221.0,3217.25,fixed_contracts,3.75,18.75,1.0,1.0,18.75,16105.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-01-03,2020-01-03 10:30:00-05:00,2020-01-03 09:30:00-05:00,short,3237.25,3239.5,fixed_contracts,2.25,11.25,1.0,1.0,11.25,16186.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-01-24,2020-01-24 10:30:00-05:00,2020-01-24 09:30:00-05:00,long,3317.25,3316.75,fixed_contracts,0.5,2.5,1.0,1.0,2.5,16586.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-01-24,2020-01-24 12:30:00-05:00,2020-01-24 11:30:00-05:00,long,3298.75,3293.75,fixed_contracts,5.0,25.0,1.0,1.0,25.0,16493.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-01-27,2020-01-27 10:30:00-05:00,2020-01-27 09:30:00-05:00,short,3251.5,3253.5,fixed_contracts,2.0,10.0,1.0,1.0,10.0,16257.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-01-31,2020-01-31 10:30:00-05:00,2020-01-31 09:30:00-05:00,long,3252.25,3252.25,unresolved,0.0,,,,,,True,non_positive_stop_distance,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-02-20,2020-02-20 11:30:00-05:00,2020-02-20 10:30:00-05:00,long,3362.5,3361.75,fixed_contracts,0.75,3.75,1.0,1.0,3.75,16812.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-02-25,2020-02-25 10:30:00-05:00,2020-02-25 09:30:00-05:00,long,3203.75,3201.0,fixed_contracts,2.75,13.75,1.0,1.0,13.75,16018.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-02-27,2020-02-27 10:30:00-05:00,2020-02-27 09:30:00-05:00,long,3025.5,3021.75,fixed_contracts,3.75,18.75,1.0,1.0,18.75,15127.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-04-07,2020-04-07 10:30:00-04:00,2020-04-07 09:30:00-04:00,long,2695.25,2691.0,fixed_contracts,4.25,21.25,1.0,1.0,21.25,13476.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-04-21,2020-04-21 11:30:00-04:00,2020-04-21 10:30:00-04:00,long,2725.75,2722.25,fixed_contracts,3.5,17.5,1.0,1.0,17.5,13628.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-04-23,2020-04-23 13:30:00-04:00,2020-04-23 12:30:00-04:00,long,2800.75,2786.0,fixed_contracts,14.75,73.75,1.0,1.0,73.75,14003.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-05-13,2020-05-13 11:30:00-04:00,2020-05-13 10:30:00-04:00,long,2837.0,2829.25,fixed_contracts,7.75,38.75,1.0,1.0,38.75,14185.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-05-27,2020-05-27 10:30:00-04:00,2020-05-27 09:30:00-04:00,long,2996.25,2989.5,fixed_contracts,6.75,33.75,1.0,1.0,33.75,14981.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-06-10,2020-06-10 10:30:00-04:00,2020-06-10 09:30:00-04:00,long,3188.0,3183.75,fixed_contracts,4.25,21.25,1.0,1.0,21.25,15940.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-06-24,2020-06-24 11:30:00-04:00,2020-06-24 10:30:00-04:00,long,3049.0,3041.75,fixed_contracts,7.25,36.25,1.0,1.0,36.25,15245.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-06-26,2020-06-26 10:30:00-04:00,2020-06-26 09:30:00-04:00,long,3027.5,3019.5,fixed_contracts,8.0,40.0,1.0,1.0,40.0,15137.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-07-09,2020-07-09 10:30:00-04:00,2020-07-09 09:30:00-04:00,long,3150.5,3144.5,fixed_contracts,6.0,30.0,1.0,1.0,30.0,15752.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-07-13,2020-07-13 15:30:00-04:00,2020-07-13 14:30:00-04:00,long,3170.25,3170.0,fixed_contracts,0.25,1.25,1.0,1.0,1.25,15851.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-07-23,2020-07-23 14:30:00-04:00,2020-07-23 13:30:00-04:00,long,3225.75,3214.25,fixed_contracts,11.5,57.5,1.0,1.0,57.5,16128.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-07-31,2020-07-31 10:30:00-04:00,2020-07-31 09:30:00-04:00,long,3226.5,3223.5,fixed_contracts,3.0,15.0,1.0,1.0,15.0,16132.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-09-03,2020-09-03 10:30:00-04:00,2020-09-03 09:30:00-04:00,long,3527.25,3519.0,fixed_contracts,8.25,41.25,1.0,1.0,41.25,17636.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-09-04,2020-09-04 10:30:00-04:00,2020-09-04 09:30:00-04:00,long,3391.75,3389.75,fixed_contracts,2.0,10.0,1.0,1.0,10.0,16958.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-09-21,2020-09-21 10:30:00-04:00,2020-09-21 09:30:00-04:00,long,3228.0,3225.75,fixed_contracts,2.25,11.25,1.0,1.0,11.25,16140.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-09-30,2020-09-30 15:30:00-04:00,2020-09-30 14:30:00-04:00,long,3342.75,3329.25,fixed_contracts,13.5,67.5,1.0,1.0,67.5,16713.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-10-06,2020-10-06 15:30:00-04:00,2020-10-06 14:30:00-04:00,long,3361.25,3345.5,fixed_contracts,15.75,78.75,1.0,1.0,78.75,16806.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-10-19,2020-10-19 15:30:00-04:00,2020-10-19 14:30:00-04:00,long,3420.25,3412.75,fixed_contracts,7.5,37.5,1.0,1.0,37.5,17101.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-10-26,2020-10-26 11:30:00-04:00,2020-10-26 10:30:00-04:00,long,3388.25,3381.5,fixed_contracts,6.75,33.75,1.0,1.0,33.75,16941.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-10-28,2020-10-28 10:30:00-04:00,2020-10-28 09:30:00-04:00,long,3287.5,3281.75,fixed_contracts,5.75,28.75,1.0,1.0,28.75,16437.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-10-30,2020-10-30 10:30:00-04:00,2020-10-30 09:30:00-04:00,long,3251.75,3248.0,fixed_contracts,3.75,18.75,1.0,1.0,18.75,16258.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2020-12-09,2020-12-09 13:30:00-05:00,2020-12-09 12:30:00-05:00,long,3675.0,3672.75,fixed_contracts,2.25,11.25,1.0,1.0,11.25,18375.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-01-04,2021-01-04 10:30:00-05:00,2021-01-04 09:30:00-05:00,long,3730.25,3726.25,fixed_contracts,4.0,20.0,1.0,1.0,20.0,18651.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-01-04,2021-01-04 12:30:00-05:00,2021-01-04 11:30:00-05:00,long,3669.25,3652.5,fixed_contracts,16.75,83.75,1.0,1.0,83.75,18346.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-01-06,2021-01-06 10:30:00-05:00,2021-01-06 09:30:00-05:00,short,3742.0,3744.5,fixed_contracts,2.5,12.5,1.0,1.0,12.5,18710.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-01-25,2021-01-25 11:30:00-05:00,2021-01-25 10:30:00-05:00,long,3809.75,3788.5,fixed_contracts,21.25,106.25,1.0,1.0,106.25,19048.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-02-10,2021-02-10 10:30:00-05:00,2021-02-10 09:30:00-05:00,long,3897.25,3890.25,fixed_contracts,7.0,35.0,1.0,1.0,35.0,19486.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-02-26,2021-02-26 10:30:00-05:00,2021-02-26 09:30:00-05:00,long,3788.0,3785.0,fixed_contracts,3.0,15.0,1.0,1.0,15.0,18940.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-03-05,2021-03-05 10:30:00-05:00,2021-03-05 09:30:00-05:00,long,3763.0,3760.0,fixed_contracts,3.0,15.0,1.0,1.0,15.0,18815.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-03-23,2021-03-23 15:30:00-04:00,2021-03-23 14:30:00-04:00,long,3898.25,3894.25,fixed_contracts,4.0,20.0,1.0,1.0,20.0,19491.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-04-20,2021-04-20 11:30:00-04:00,2021-04-20 10:30:00-04:00,long,4120.25,4115.75,fixed_contracts,4.5,22.5,1.0,1.0,22.5,20601.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-04-21,2021-04-21 10:30:00-04:00,2021-04-21 09:30:00-04:00,short,4143.75,4145.25,fixed_contracts,1.5,7.5,1.0,1.0,7.5,20718.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-05-05,2021-05-05 10:30:00-04:00,2021-05-05 09:30:00-04:00,long,4162.0,4153.0,fixed_contracts,9.0,45.0,1.0,1.0,45.0,20810.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-05-07,2021-05-07 10:30:00-04:00,2021-05-07 09:30:00-04:00,short,4225.25,4230.5,fixed_contracts,5.25,26.25,1.0,1.0,26.25,21126.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-06-01,2021-06-01 10:30:00-04:00,2021-06-01 09:30:00-04:00,long,4207.75,4201.75,fixed_contracts,6.0,30.0,1.0,1.0,30.0,21038.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-06-03,2021-06-03 11:30:00-04:00,2021-06-03 10:30:00-04:00,short,4198.75,4202.5,fixed_contracts,3.75,18.75,1.0,1.0,18.75,20993.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-06-08,2021-06-08 10:30:00-04:00,2021-06-08 09:30:00-04:00,long,4221.5,4218.0,fixed_contracts,3.5,17.5,1.0,1.0,17.5,21107.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-06-21,2021-06-21 10:30:00-04:00,2021-06-21 09:30:00-04:00,short,4196.0,4197.5,fixed_contracts,1.5,7.5,1.0,1.0,7.5,20980.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-07-06,2021-07-06 10:30:00-04:00,2021-07-06 09:30:00-04:00,long,4328.5,4324.25,fixed_contracts,4.25,21.25,1.0,1.0,21.25,21642.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-07-07,2021-07-07 10:30:00-04:00,2021-07-07 09:30:00-04:00,long,4331.75,4330.75,fixed_contracts,1.0,5.0,1.0,1.0,5.0,21658.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-07-20,2021-07-20 10:30:00-04:00,2021-07-20 09:30:00-04:00,short,4295.0,4299.5,fixed_contracts,4.5,22.5,1.0,1.0,22.5,21475.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-08-16,2021-08-16 10:30:00-04:00,2021-08-16 09:30:00-04:00,long,4434.75,4433.0,fixed_contracts,1.75,8.75,1.0,1.0,8.75,22173.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-08-19,2021-08-19 10:30:00-04:00,2021-08-19 09:30:00-04:00,short,4393.75,4403.5,fixed_contracts,9.75,48.75,1.0,1.0,48.75,21968.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-08-20,2021-08-20 10:30:00-04:00,2021-08-20 09:30:00-04:00,short,4428.75,4433.0,fixed_contracts,4.25,21.25,1.0,1.0,21.25,22143.75,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-09-07,2021-09-07 10:30:00-04:00,2021-09-07 09:30:00-04:00,long,4515.0,4510.75,fixed_contracts,4.25,21.25,1.0,1.0,21.25,22575.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-09-28,2021-09-28 10:30:00-04:00,2021-09-28 09:30:00-04:00,long,4364.25,4355.25,fixed_contracts,9.0,45.0,1.0,1.0,45.0,21821.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-10-01,2021-10-01 10:30:00-04:00,2021-10-01 09:30:00-04:00,long,4282.0,4277.0,fixed_contracts,5.0,25.0,1.0,1.0,25.0,21410.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-10-04,2021-10-04 10:30:00-04:00,2021-10-04 09:30:00-04:00,long,4304.25,4302.75,fixed_contracts,1.5,7.5,1.0,1.0,7.5,21521.25,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-10-13,2021-10-13 10:30:00-04:00,2021-10-13 09:30:00-04:00,long,4323.5,4319.0,fixed_contracts,4.5,22.5,1.0,1.0,22.5,21617.5,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,2021-11-09,2021-11-09 10:30:00-05:00,2021-11-09 09:30:00-05:00,long,4677.0,4666.0,fixed_contracts,11.0,55.0,1.0,1.0,55.0,23385.0,False,,fixed_1_contract,full,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,is,,,,,,
