session_date,daily_pnl_usd,daily_trade_count,equity,peak_equity,drawdown_usd,drawdown_pct
2019-05-07,230.0,1.0,50230.0,50230.0,0.0,0.0
2019-05-09,-544.0,1.0,49686.0,50230.0,-544.0,-0.010830181166633486
2019-05-13,207.0,1.0,49893.0,50230.0,-337.0,-0.006709137965359347
2019-05-20,-166.5,1.0,49726.5,50230.0,-503.5,-0.010023890105514632
2019-06-03,358.5,1.0,50085.0,50230.0,-145.0,-0.0028867210830181168
2019-06-18,0.0,0.0,50085.0,50230.0,-145.0,-0.0028867210830181168
2019-08-02,102.0,1.0,50187.0,50230.0,-43.0,-0.000856062114274338
2019-08-06,-374.0,1.0,49813.0,50230.0,-417.0,-0.00830181166633486
2019-08-07,792.0,1.0,50605.0,50605.0,0.0,0.0
2019-08-13,0.0,0.0,50605.0,50605.0,0.0,0.0
2019-08-14,603.0,1.0,51208.0,51208.0,0.0,0.0
2019-08-23,-500.0,1.0,50708.0,51208.0,-500.0,-0.009764099359475082
2019-09-03,-10.0,1.0,50698.0,51208.0,-510.0,-0.009959381346664584
2019-10-03,-460.5,1.0,50237.5,51208.0,-970.5,-0.018952116856741134
2019-10-04,276.0,1.0,50513.5,51208.0,-694.5,-0.013562334010310888
2019-12-12,-28.5,1.0,50485.0,51208.0,-723.0,-0.014118887673800968
2019-12-13,-22.5,1.0,50462.5,51208.0,-745.5,-0.014558272144977347
2020-01-31,774.0,1.0,51236.5,51236.5,0.0,0.0
2020-02-05,-94.0,1.0,51142.5,51236.5,-94.0,-0.0018346296097508613
2020-02-21,36.5,1.0,51179.0,51236.5,-57.5,-0.0011222468357518565
2020-02-25,405.0,1.0,51584.0,51584.0,0.0,0.0
2020-02-26,-277.0,1.0,51307.0,51584.0,-277.0,-0.005369882133995038
2020-02-27,-248.0,1.0,51059.0,51584.0,-525.0,-0.010177574441687345
2020-03-04,265.0,1.0,51324.0,51584.0,-260.0,-0.005040322580645161
2020-03-05,-337.0,1.0,50987.0,51584.0,-597.0,-0.011573356079404467
2020-03-06,-234.5,1.0,50752.5,51584.0,-831.5,-0.016119339330024813
2020-03-10,-230.5,1.0,50522.0,51584.0,-1062.0,-0.020587779156327545
2020-03-11,389.0,1.0,50911.0,51584.0,-673.0,-0.013046681141439207
2020-03-24,-233.5,1.0,50677.5,51584.0,-906.5,-0.01757327853598015
2020-03-27,-510.0,1.0,50167.5,51584.0,-1416.5,-0.027460065136476426
2020-03-30,1400.0,1.0,51567.5,51584.0,-16.5,-0.0003198666253101737
2020-03-31,-489.0,1.0,51078.5,51584.0,-505.5,-0.009799550248138958
2020-04-01,-307.0,1.0,50771.5,51584.0,-812.5,-0.01575100806451613
2020-04-02,176.0,1.0,50947.5,51584.0,-636.5,-0.012339097394540944
2020-04-03,94.0,1.0,51041.5,51584.0,-542.5,-0.010516826923076924
2020-04-06,874.0,1.0,51915.5,51915.5,0.0,0.0
2020-04-07,223.0,1.0,52138.5,52138.5,0.0,0.0
2020-04-08,-208.0,1.0,51930.5,52138.5,-208.0,-0.003989374454577711
2020-04-09,-54.0,1.0,51876.5,52138.5,-262.0,-0.005025077437977694
2020-04-13,-684.0,1.0,51192.5,52138.5,-946.0,-0.018143981894377475
2020-04-14,283.0,1.0,51475.5,52138.5,-663.0,-0.012716131073966455
2020-04-16,-487.5,1.0,50988.0,52138.5,-1150.5,-0.022066227451882966
2020-04-17,-301.5,1.0,50686.5,52138.5,-1452.0,-0.02784890244253287
2020-04-20,-635.0,1.0,50051.5,52138.5,-2087.0,-0.040028002339921556
2020-04-21,174.5,1.0,50226.0,52138.5,-1912.5,-0.036681147328749386
2020-04-22,165.0,1.0,50391.0,52138.5,-1747.5,-0.03351649932391611
2020-04-23,-349.0,1.0,50042.0,52138.5,-2096.5,-0.04021020934626044
2020-04-27,-309.0,1.0,49733.0,52138.5,-2405.5,-0.046136731973493675
2020-04-28,1162.0,1.0,50895.0,52138.5,-1243.5,-0.02384993814551627
2020-04-29,718.0,1.0,51613.0,52138.5,-525.5,-0.010078924403272054
2020-04-30,-178.5,1.0,51434.5,52138.5,-704.0,-0.013502498153955331
2020-05-01,-542.0,1.0,50892.5,52138.5,-1246.0,-0.02389788735771071
2020-05-04,688.0,1.0,51580.5,52138.5,-558.0,-0.010702264161799821
2020-05-06,-532.0,1.0,51048.5,52138.5,-1090.0,-0.02090585651677743
2020-05-07,-665.0,1.0,50383.5,52138.5,-1755.0,-0.03366034696049944
2020-05-13,-215.0,1.0,50168.5,52138.5,-1970.0,-0.037783979209221594
2020-05-14,-504.0,1.0,49664.5,52138.5,-2474.0,-0.047450540387621434
2020-05-15,203.0,1.0,49867.5,52138.5,-2271.0,-0.04355706435743261
2020-05-18,105.0,1.0,49972.5,52138.5,-2166.0,-0.041543197445265974
2020-05-19,-292.0,1.0,49680.5,52138.5,-2458.0,-0.04714366542957699
2020-05-21,846.0,1.0,50526.5,52138.5,-1612.0,-0.030917652022977263
2020-05-27,0.0,0.0,50526.5,52138.5,-1612.0,-0.030917652022977263
2020-05-28,0.0,0.0,50526.5,52138.5,-1612.0,-0.030917652022977263
2020-05-29,0.0,0.0,50526.5,52138.5,-1612.0,-0.030917652022977263
2020-06-01,0.0,0.0,50526.5,52138.5,-1612.0,-0.030917652022977263
2020-06-03,-107.0,1.0,50419.5,52138.5,-1719.0,-0.03296987830489945
2020-06-08,-128.0,1.0,50291.5,52138.5,-1847.0,-0.03542487796925497
2020-06-09,98.5,1.0,50390.0,52138.5,-1748.5,-0.03353567900879389
2020-06-10,-97.5,1.0,50292.5,52138.5,-1846.0,-0.03540569828437719
2020-06-12,0.0,0.0,50292.5,52138.5,-1846.0,-0.03540569828437719
2020-06-15,475.0,1.0,50767.5,52138.5,-1371.0,-0.026295347967432894
2020-06-16,-165.0,1.0,50602.5,52138.5,-1536.0,-0.029459995972266177
2020-06-17,-508.0,1.0,50094.5,52138.5,-2044.0,-0.03920327589017712
2020-06-18,-301.5,1.0,49793.0,52138.5,-2345.5,-0.044985950880827026
2020-06-22,950.0,1.0,50743.0,52138.5,-1395.5,-0.026765250246938443
2020-06-24,303.0,1.0,51046.0,52138.5,-1092.5,-0.02095380572897187
2020-06-26,237.5,1.0,51283.5,52138.5,-855.0,-0.016398630570499728
2020-06-29,212.0,1.0,51495.5,52138.5,-643.0,-0.012332537376410905
2020-06-30,520.5,1.0,52016.0,52138.5,-122.5,-0.0023495113975277385
2020-07-01,245.0,1.0,52261.0,52261.0,0.0,0.0
2020-07-02,18.0,1.0,52279.0,52279.0,0.0,0.0
2020-07-06,246.0,1.0,52525.0,52525.0,0.0,0.0
2020-07-07,0.0,0.0,52525.0,52525.0,0.0,0.0
2020-07-08,-432.0,1.0,52093.0,52525.0,-432.0,-0.008224654926225606
2020-07-09,0.0,0.0,52093.0,52525.0,-432.0,-0.008224654926225606
2020-07-10,0.0,0.0,52093.0,52525.0,-432.0,-0.008224654926225606
2020-07-13,0.0,0.0,52093.0,52525.0,-432.0,-0.008224654926225606
2020-07-15,0.0,0.0,52093.0,52525.0,-432.0,-0.008224654926225606
2020-07-16,-138.0,1.0,51955.0,52525.0,-570.0,-0.01085197524988101
2020-07-17,-188.5,1.0,51766.5,52525.0,-758.5,-0.014440742503569729
2020-07-20,730.0,1.0,52496.5,52525.0,-28.5,-0.0005425987624940505
2020-07-21,0.0,0.0,52496.5,52525.0,-28.5,-0.0005425987624940505
2020-07-22,-109.0,1.0,52387.5,52525.0,-137.5,-0.002617801047120419
2020-07-23,0.0,0.0,52387.5,52525.0,-137.5,-0.002617801047120419
2020-07-24,68.5,1.0,52456.0,52525.0,-69.0,-0.0013136601618277011
2020-07-27,-718.5,1.0,51737.5,52525.0,-787.5,-0.014992860542598763
2020-07-29,240.0,1.0,51977.5,52525.0,-547.5,-0.01042360780580676
2020-07-30,0.0,0.0,51977.5,52525.0,-547.5,-0.01042360780580676
2020-07-31,0.0,0.0,51977.5,52525.0,-547.5,-0.01042360780580676
2020-08-03,0.0,0.0,51977.5,52525.0,-547.5,-0.01042360780580676
2020-08-04,0.0,0.0,51977.5,52525.0,-547.5,-0.01042360780580676
2020-08-05,0.0,0.0,51977.5,52525.0,-547.5,-0.01042360780580676
2020-08-10,0.0,0.0,51977.5,52525.0,-547.5,-0.01042360780580676
2020-08-11,-565.5,1.0,51412.0,52525.0,-1113.0,-0.021189909566872916
2020-08-12,121.0,1.0,51533.0,52525.0,-992.0,-0.01888624464540695
2020-08-13,-280.0,1.0,51253.0,52525.0,-1272.0,-0.02421703950499762
2020-08-14,-217.5,1.0,51035.5,52525.0,-1489.5,-0.028357924797715373
2020-08-18,-126.0,1.0,50909.5,52525.0,-1615.5,-0.030756782484531175
2020-08-21,253.5,1.0,51163.0,52525.0,-1362.0,-0.02593050928129462
2020-08-24,-34.0,1.0,51129.0,52525.0,-1396.0,-0.026577820085673488
2020-08-25,0.0,0.0,51129.0,52525.0,-1396.0,-0.026577820085673488
2020-08-27,0.0,0.0,51129.0,52525.0,-1396.0,-0.026577820085673488
2020-08-28,-516.0,1.0,50613.0,52525.0,-1912.0,-0.036401713469776296
2020-08-31,180.0,1.0,50793.0,52525.0,-1732.0,-0.032974773917182294
2020-09-01,1158.0,1.0,51951.0,52525.0,-574.0,-0.010928129462160876
